Callsign,Relay of,Frequency,City,S/P,Country,Format,Slogan,ID,ERP-H,ERP-V,HAAT-H,HAAT-V,Lat-N,Long-W,Lang,Mode,PI Code,PS Info,Radiotext,PTY,Remarks
K300CF,KJLY 104.5,107.9,ALGONA,IA,USA,CONTEMPORARY CHRISTIAN,KINSHIP CHRISTIAN RADIO,152171,0.25,0.25,58.1,0,43-11-47,94-13-01,,,,,,,
W300CU,WMUV 100.7,107.9,JACKSONVILLE,FL,USA,CONTEMPORARY CHRISTIAN,THE PROMISE 100.7,49965,0.25,0.25,0,0,30-19-23,81-38-33,,,,Praise 107.9,Praise 107.9,Religious Music,
K300BG,KNOX-1310,107.9,GRAND FORKS,ND,USA,TALK,KNOX NEWS RADIO 1310 AM/107.9 FM/103.3 FM,150152,0.25,0.25,53.2,53.2,47-52-59,97-06-47,,,,,,,also // K239BG 95.7 & K277DN 103.3
WLDV,,107.9,FREDERIKSTED,VI,USA,REGGAE,DA VYBE,183332,3,3,344,344,17-45-24,64-47-59,,,,,,,
WLXM-LP,,107.9,LEXINGTON,SC,USA,CONTEMPORARY CHRISTIAN,CALVARY CHAPEL RADIO,131555,0.0154,0,75,0,33-59-14,81-14-50,,,,,,,
W300BL,WMSR 1320,107.9,MANCHESTER,TN,USA,TALK,THUNDER 107.9 & 1320,140633,0.25,0.25,50.9,0,35-28-03,86-05-42,,,,,,,
NEW,,107.9,GREEN BAY,WI,USA,,,788593,0.1,0.1,9,9,44-30-15,87-58-57,,CP-New,,,,,
KUZZ-FM,KUZZ-550,107.9,BAKERSFIELD,CA,USA,COUNTRY,KUZZ-AM 55-FM 107.9,7697,6,6,416,416,35-26-17,118-44-27,,,,,,,
KBKL,,107.9,GRAND JUNCTION,CO,USA,CLASSIC HITS,KOOL 107.9 GREATEST HITS,30430,100,100,453,453,39-03-56,108-44-52,,,13B3,,,Classic Rock,
KJCR-LP,,107.9,GRANTS PASS,OR,USA,RELIGIOUS TEACHING,,135682,0.1,0,-14,0,42-24-13,123-21-40,,,,,,,
W300BQ,WZTA-1370,107.9,VERO BEACH,FL,USA,TALK,THE PATRIOT,139428,0.25,0.25,56,56,27-36-02,80-23-33,,,,,,,
K300BH,KSMR-LP 97.1,107.9,GREAT FALLS,MT,USA,RELIGIOUS TEACHING,,150145,0.14,0.14,0,0,47-30-12,110-07-52,,,,,,,
WWCQ,,107.9,CHIEFLAND,FL,USA,CLASSIC ROCK,CLASSIC ROCK 107.9,72201,6,6,100,100,29-30-55,82-53-05,,HD,,,,,
WLEY-FM1,WLEY-FM 107.9,107.9,ELMWOOD PARK,IL,USA,REGIONAL MEXICAN,LA LEY,199001,0.18,0.05,0,0,41-55-36,87-48-24,Spanish,,,,,,
W300EI,WJDM 1530,107.9,NEW YORK,NY,USA,RELIGIOUS TEACHING,RADIO CANTICO NUEVO,155888,0.099,0.099,0,0,40-42-19,74-00-33,Spanish,,,,,,
WMDI-LP,,107.9,LAKEWOOD,NJ,USA,RELIGIOUS TEACHING,,134469,0.1,0.1,14,0,40-05-46,74-13-20,,,FFFF,,,,
K300AI,KNDZ 89.3,107.9,WILLOW CREEK,CA,USA,RELIGIOUS TEACHING,,83439,0.01,0.01,0,0,40-52-29,123-43-54,,,,,,,
WIMM-LP,,107.9,OWENSBORO,KY,USA,RELIGIOUS TEACHING,,135195,0.1,0.1,28,0,37-45-10,87-05-29,,,,,,,
KUMT-FM2,KUMT 107.9,107.9,OGDEN,UT,USA,TALK,BYU RADIO TOGETHER KUMT 107.9,122080,0.5,0.5,0,0,41-20-32,112-00-33,,,,,,,
WYYD-FM1,WYYD 107.9,107.9,ROANOKE,VA,USA,COUNTRY,NEW COUNTRY 107-9,74283,2.5,2.5,0,0,37-17-02,79-59-14,,,,,,,
K300CC,KDKL 88.3,107.9,HURON,CA,USA,CONTEMPORARY CHRISTIAN,K-LOVE,155854,0.12,0.12,13.9,0,36-12-05,120-05-53,,,,,,,
WHTA,,107.9,HAMPTON,GA,USA,URBAN CONTEMPORARY,HOT 107.9,52548,35,35,177,177,33-29-24,84-34-07,,HD,6912,,,,
KVGS,,107.9,MEADVIEW,AZ,USA,HOT AC,107.9 VGS,25752,100,0,542.8,0,35-50-12,114-19-17,,,,,,,
KPRT,,107.9,KIRTLAND,NM,USA,ADULT HITS,107.9 PIRATE RADIO,165985,6,6,97,97,36-41-45,108-13-23,,,,,,,
KHXT,,107.9,ERATH,LA,USA,RHYTHMIC CHR,HOT 107.9,54650,97,97,263,263,30-12-06,91-46-37,,,2.40E+06,[TITLE] BY [ARTIST] ON HOT 107.9,ACADIANA’S HOTTEST HITS HOT 107.9,Top 40,
KJTM-LP,,107.9,LINCOLN,NE,USA,CONTEMPORARY CHRISTIAN,107.9 TIM FM,135606,0.01,0,28,0,40-48-54,96-38-50,Chinese,,2859,TiM FM,Positive Hits & Hip Hop www.timfm.com,,
W300CC,WBEJ-1240,107.9,ELIZABETHTON,TN,USA,SOUTHERN GOSPEL,107.9 THE BRIDGE,87019,0.25,0.25,25.1,25.1,36-20-06,82-12-55,,,75BD,,,,
K300CH,KCFX 100.1,107.9,LEES SUMMIT,MO,USA,CONTEMPORARY CHRISTIAN,AIR1,145422,0.099,0.099,349,0,39-01-20,94-30-49,,,243E,,,,
CJRO-FM-3,CJRO-FM 107.7,107.9,SARSFIELD,ON,CAN,VARIETY,,902861,0.002,0.002,0,0,45-26-24,75-20-47,French,,,,,,Broadcasts in French and English
KPFX,,107.9,KINDRED,ND,USA,CLASSIC ROCK,107.9 THE FOX,47310,100,100,177,177,46-45-35,96-36-27,,HD,3835,107.7 THE FOX,Artist/Title,,
K300BM,KCVN 104.5,107.9,NORTH PLATTE,NE,USA,RELIGIOUS TEACHING,BOTT RADIO NETWORK,150160,0.099,0.099,0,0,41-06-40,100-49-49,,,,,,,
W300CB,WILE-1270,107.9,CAMBRIDGE,OH,USA,COUNTRY,NASH ICON 107.9 & 98.5,76229,0.25,0.25,0,0,40-02-22,81-38-48,,,,,,,
WUAF-LP,,107.9,LAKE CITY,FL,USA,RELIGIOUS TEACHING,,135542,0.1,0.1,22,0,30-11-42,82-37-54,,,,,,,
K300BZ,KXBA 93.3,107.9,KODIAK,AK,USA,CLASSIC HITS,K-BAY 93.3,142585,0.019,0.019,0,0,57-47-21,152-26-03,,,,,,,
W300CE,WRLY-LP 93.5,107.9,CHAPEL HILL,NC,USA,VARIETY,OAK 93.5,87683,0.25,0.25,0,0,36-02-08,79-04-48,,,,,,,
W300BZ,WDAC 94.5,107.9,READING,PA,USA,RELIGIOUS TEACHING,HOPE 94.5,87062,0.25,0.25,0,0,40-21-16,75-53-57,,,,,,,
W300EK,WZZA-1410,107.9,FLORENCE,AL,USA,URBAN CONTEMPORARY,SOUL OF THE SHOALS,146208,0.25,0.25,0,0,34-41-34,87-47-49,,,,,,,from 97.1 (W246BS)
WKRF,,107.9,TOBYHANNA,PA,USA,CONTEMPORARY HIT RADIO,98.5 KRZ,14643,0.83,0.83,267.7,267.7,41-02-39,75-22-39,,,A7E3,WKRZ,-,,//WKRZ 98.5
K300AT,KTOH-HD3,107.9,KALAHEO,HI,USA,ROCK,HAWAIIAN 107.9 FM,142639,0.25,0.25,0,0,21-58-41,159-29-55,,,,,,,
WLEY-FM2,WLEY-FM 107.9,107.9,CICERO,IL,USA,REGIONAL MEXICAN,LA LEY,199002,0.099,0.099,0,0,41-51-19,87-45-32,Spanish,,,,,,
KXWF-LP,,107.9,WICHITA FALLS,TX,USA,RELIGIOUS,,135595,0.1,0.1,24,24,33-54-45,98-29-33,Spanish,,,,,,
WMFM,,107.9,KEY WEST,FL,USA,TROPICAL,EL ZOL,14665,100,100,167,167,24-40-36,81-30-39,Spanish,,,,,,//WXDJ 106.7
W300BV,WEBO-1330,107.9,ENDICOTT,NY,USA,ADULT CONTEMPORARY,YOUR HOMETOWN STATION WEBO,157572,0.25,0.25,0,0,42-06-29,76-07-31,,,5F60,WEBO,,,
KXVR-LP,,107.9,CORPUS CHRISTI,TX,USA,RELIGIOUS TEACHING,,134465,0.002,0.002,247,247,27-39-34,97-34-13,Spanish,,,,,,
CHIR-FM,,107.9,SALT SPRING ISLAND,BC,CAN,,,902862,0,0.85,0,220,48-50-56,123-31-52,,,,,,,
KZIS,,107.9,SACRAMENTO,CA,USA,HOT AC,KISS 107.9,762478,50,50,128,128,38-42-38,121-28-58,,,5.20E+07,,,Adult Hits,
CJXY-FM,,107.9,BURLINGTON,ON,CAN,ROCK,Y 108,901261,26.1,26.1,205,0,43-23-12,79-52-33,,,CBCB,SONG BY ARTIST on Y108,SONG BY ARTIST on Y108,Adult Hits,
CHUC-FM,CHIK,107.9,COBOURG,ON,CAN,CLASSIC ROCK,CLASSIC ROCK 107.9,901262,20,20,215,0,44-04-14,78-08-35,,,C5E2,,,Classic Rock,
CKPP-FM,,107.9,PRESCOTT,ON,CAN,VARIETY,MOOSE FM,901263,4.2,4.2,120,120,44-38-23,75-37-13,,,CDAA,,,,Additional Format: Classic Hits
XHRHI-FM,,107.9,URUAPAN,MICH,MEX,CULTURE VARIETY,RADIO UANDARHI,801274,0.181,0.181,-115,-115,19-25-31,102-03-48,Spanish,,,,,,
XHTFM-FM,,107.9,MAZATLÁN VILLA DE FLORES,OAX,MEX,ETHNIC,RADIO NANHDIA'A,801275,0.37,0.37,39.2,39.2,18-02-01,96-53-47,Other,,,,,,
XHRCV-FM,,107.9,SAN ANTONINO CASTILLO VELASCO,OAX,MEX,CULTURE VARIETY,"RADIO CALENDA, LA VOZ DEL VALLE",801276,1.09,1.09,1568,1568,16-47-41,96-40-32,Other,,,,,,
XHJP-FM,,107.9,SANTA MARIA TLAHUITOLTEPEC,OAX,MEX,CULTURE VARIETY,RADIO JENPOJ,801277,1.06,1.06,366,366,17-05-48,96-03-47,Spanish,,,,,,
XHQG-FM,AM 670,107.9,SANTIAGO DE QUERÉTARO,QRO,MEX,NEWS/TALK/SPORTS,RADIO CAÑÓN,801278,0.5,0.5,259.7,259.7,20-32-23,100-20-48,Spanish,,,,,,
XHFH-FM,,107.9,AGUA PRIETA,SON,MEX,CULTURE VARIETY,RADIO SONORA,801279,25,25,-8.46,-8.46,31-17-35,109-32-28,Spanish,,,,,,
XHSLR-FM,,107.9,SAN LUIS RÍO COLORADO,SON,MEX,REGIONAL MEXICAN,LA CONSENTIDA,801280,100,100,306,306,32-28-41,114-46-45,Spanish,,,,,,
XHVIC-FM,,107.9,CD. VICTORIA,TAMPS,MEX,CULTURE VARIETY,RADIO TAMAULIPAS,801281,30,30,639.5,639.5,23-37-07,99-14-20,Spanish,,,,,,Estado de Tamaulipas - Primary
XHWE-FM,AM 1420,107.9,IRAPUATO,GTO,MEX,SPANISH TALK/SPANISH AC,WE!,801268,3,3,44,44,20-40-42,101-20-54,Spanish,,,,,,
XHUGO-FM,104.3,107.9,OCOTLÁN,JAL,MEX,COLLEGE,RED RADIO UNIVERSIDAD,801269,1.772,1.772,-3.9,-3.9,20-22-13,102-46-14,Spanish,,,,,,Universidad de Guadalajara
XHZV-FM,,107.9,ZAPOTITLÁN DE VADILLO,JAL,MEX,CULTURE VARIETY,ECOS DE MANANTLAN,801270,0.039,0.039,-75.3,-75.3,19-33-03,103-48-24,Spanish,,,,,,
XHTUMI-FM,,107.9,TUXPAN - EL MALACATE,MICH,MEX,CULTURE VARIETY,LA VOZ MAZAHUA OTOMÍ,801271,5.85,5.85,-109,-109,19-31-56,100-28-36,Other,,,,,,
XHTM-FM,,107.9,TEPALCATEPEC,MICH,MEX,COMMUNITY RADIO,CULTURAL FM,801273,0.32,0.32,19,19,19-11-28,102-51-08,Other,,,,,,
XHCHZ-FM,,107.9,CHIAPA DE CORZO,CHIS,MEX,RANCHERA,RADIO LAGARTO - VOZ VIVA DE CHIAPAS,801264,25,25,-271.38,-271.38,16-42-38,93-00-30,Spanish,HD,----,RADIO LAGARTO,,,
XHEMIT-FM,,107.9,COMITÁN DE DOMÍNGUEZ,CHIS,MEX,SPANISH HITS,RADIO IMER - LA VOZ DE BALÚN CANÁN,801265,0.801,0.801,143.26,143.26,16-12-27,92-06-57,Spanish,HD,,,,,
XHPC-FM,,107.9,PIEDRAS NEGRAS,COAH,MEX,REGIONAL MEXICAN,SÚPER ESTELAR,801266,10,10,103,103,28-41-12,100-33-03,Spanish,,,,,,
XHIMR-FM,,107.9,CD. DE MÉXICO,CDMX,MEX,JAZZ/VARIETY,HORIZONTE 108,801267,30,30,478.29,478.29,19-16-01,99-13-59,Spanish,HD,----,XHIMR HORIZONTE 107.9 FM INSTITUTO MEXICANO DE LA RADIO,XHIMR HORIZONTE 107.9 FM INSTITUTO MEXICANO DE LA RADIO,Jazz,
XHEMA-FM,AM 690,107.9,FRESNILLO,ZAC,MEX,GRUPERA,LA MEJOR,801237,100,100,99.29,99.29,23-08-31,102-49-58,Spanish,,,,,,
WLZL,,107.9,COLLEGE PARK,MD,USA,TROPICAL,EL ZOL 107.9,20983,49,49,151.1,151.1,38-59-46,76-39-26,Spanish,HD,7449,El Zol,El Zol Latino and Proud Title & Artist,,
K300DX,KTQX 90.1,107.9,PALMDALE,CA,USA,SPANISH TALK/SPANISH AC,RADIO BILINGUE,141254,0,0.01,0,654,34-32-51,118-13-00,Spanish,,,,,,
W300DF,WAVS-1170,107.9,NORTH MIAMI BEACH,FL,USA,ETHNIC,THE HEARTBEAT OF THE CARIBBEAN IN SOUTH FLORIDA,138845,0.099,0.099,0,0,25-58-07,80-13-20,,,,,,,Brokered Caribbean
K300CL,KXSL-HD3 100.9,107.9,SHOW LOW,AZ,USA,CLASSIC ROCK,107.9 THE EAGLE,151203,0.25,0.25,0,0,34-12-22,109-56-32,,,4E9B,,,Classic Rock,
W300CY,WWRZ 98.3,107.9,LAKE WALES,FL,USA,ADULT HITS,MAX 98.3 FM,145128,0.1,0.1,122,0,28-00-34,81-35-58,,,5AC4,,,,
CKDJ-FM,,107.9,OTTAWA,ON,CAN,COLLEGE,,901622,0.1,0.1,24,0,45-21-00,75-45-29,,,,,,,
KZLM,,107.9,HARLOWTOWN,MT,USA,RELIGIOUS TEACHING,YOUR NETWORK OF PRAISE,171025,0.9,0.9,19.3,19,46-23-36,109-50-43,,,,,,,
K300CP,KBPI 107.9,107.9,DENVER,CO,USA,ROCK,107.9 KBPI ROCKS THE ROCKIES,140155,0.25,0.25,0,0,39-44-51,104-59-21,,,,,,,
K300CQ,KLUK 97.9,107.9,LAKE HAVASU CITY,AZ,USA,CLASSIC ROCK,LUCKY 98,147834,0.01,0.01,0,0,34-33-06,114-11-49,,,,,,,
K300CR,KIMO 107.3,107.9,BUTTE,MT,USA,COUNTRY,THE MIGHTY MO 107.3,149345,0.25,0.25,0,0,46-44-54,112-19-46,,,,,,,
W300CO,WDEO 990,107.9,DEXTER,MI,USA,RELIGIOUS TEACHING,AVE MARIA RADIO,145494,0.1,0.1,0,0,42-14-67,83-50-58,,,123F,,,,
W300CR,WCQS 88.1,107.9,ASHEVILLE,NC,USA,CLASSICAL,BPR CLASSIC,156283,0.25,0.25,0,0,35-35-42,82-33-08,,,,,,,
KUMT,,107.9,RANDOLPH,UT,USA,TALK,BYU RADIO TOGETHER KUMT 107.9,33438,89,0,647,0,40-52-16,110-59-46,,,,,,,
W300DE,KWAM-990,107.9,MEMPHIS,TN,USA,TALK,THE MIGHTY 990,148438,0.25,0.25,0,0,35-08-45,89-48-48,,,,,,,
KTLH,,107.9,HALLSVILLE,TX,USA,REGIONAL MEXICAN,LA INVASORA,198622,50,50,110,110,32-43-04,94-40-18,,,,,,,// KOYE 96.7
W300DD,WKZI-800,107.9,GREENUP,IL,USA,,,143535,0.05,0.05,0,0,39-12-57,88-13-49,,Silent,,,,,silent per AB Sept 2025
K300CT,KTGW 91.7,107.9,GALLUP,NM,USA,RELIGIOUS TEACHING,THE WORD 91.7 FM,146591,0,0.13,4,0,35-30-14,108-43-44,,,,,,,
W300DH,WCBF-HD2,107.9,CORNING,NY,USA,CLASSIC HIP-HOP,JAMZ 101.7 & 107.9,140304,0.165,0.165,106,0,42-08-31,77-04-40,,,D17B,,,,
K300DE,KSEK-1340,107.9,PITTSBURG,KS,USA,COUNTRY,107.9 FM 1340 AM THUNDER,138874,0.25,0.25,112,0,37-23-44,94-40-42,,,,,,,
W300EJ,WQLQ-HD2,107.9,BENTON HARBOR,MI,USA,CLASSIC ROCK,107.9 THE LAKE,156712,0.25,0.25,0,0,42-05-07,86-26-40,,,D481,,,Sports,
K300DD,KSCO-1080,107.9,WATSONVILLE,CA,USA,NEWS/TALK,KSCO AM 1080 AND FM 104.1,88248,0,0.024,0,0,37-03-28,121-46-30,,,,,,,
KHOA-LP,,107.9,HOPE,AR,USA,SOUTHERN GOSPEL,,194911,0.1,0,24,0,33-40-04,93-35-30,,,,,,,
KGCE-LP,,107.9,MODESTO,CA,USA,RELIGIOUS TEACHING,,194780,0.1,0,25,0,37-41-21,121-00-55,,,,,,,
WGUP-LP,,107.9,LAPLACE,LA,USA,URBAN GOSPEL,,193455,0.0883,0,32,0,30-04-54,90-30-22,,,,,,,
WXRU-LP,,107.9,PIEDMONT,SC,USA,R&B OLDIES,,194855,0.1,0,28,0,34-43-27,82-28-13,,,,,,,
XHDAB-FM,,107.9,HIDALGO DEL PARRAL,CHIH,MEX,VARIETY,FAMILIA RADIO,801295,39,39,652,652,26-46-29,105-53-29,Spanish,,,,,,
XHTEQ-FM,,107.9,TEQUILA,JAL,MEX,EASY LISTENING,TEQUILA 107.9,801305,3,3,42,42,20-52-46,103-50-08,Spanish,,----,TEQUILA 107.9,TEQUILA,,
XHCSM-FM,,107.9,SAN LUIS POTOSÍ,SLP,MEX,RELIGIOUS,RADIO MARÍA,801336,3,3,-55.8,-55.8,22-08-25,100-59-53,Spanish,,,,,,
WJED-LP,,107.9,GUANICA,PR,USA,VARIETY,,196148,0.1,0.1,8.1,0,17-58-46,66-54-18,Spanish,,,,,,
WNBI-LP,WRHC-LP 106.7,107.9,NEW BUFFALO,MI,USA,VARIETY,RADIO HARBOR COUNTY,194898,0.1,0,27,0,41-47-33,86-43-54,,,,,,,
WAJF-LP,,107.9,DECATUR,AL,USA,VARIETY,,193478,0.01,0.01,92,92,34-30-45,86-50-53,,,,,,,
KRVJ-LP,,107.9,JACKSONVILLE,TX,USA,RELIGIOUS,,194614,0.0573,0,85,0,31-59-19,95-16-17,Spanish,,,,,,
K300CV,KNOG 91.7,107.9,TUCSON,AZ,USA,CONTEMPORARY CHRISTIAN,RADIO CADENA MANANTIAL,138164,0.05,0.05,0,0,32-09-07,110-55-31,Spanish,,,,,,
K300CY,KRXO 1270,107.9,BROKEN ARROW,OK,USA,CONTEMPORARY HIT RADIO,RITMO 107.9,157502,0.15,0,0,0,36-06-39,96-01-59,,,,,,,
K300CW,KLRD 90.1,107.9,INDIO,CA,USA,CONTEMPORARY CHRISTIAN,AIR1,156199,0.01,0.01,184,0,33-52-14,116-12-42,,,,,,,(file nr 127635 for 105.7)
W300CN,WKCY-1300,107.9,HARRISONBURG,VA,USA,TALK,NEWSRADIO WKCY 107.9 & 1300,148178,0,0.25,472,0,38-23-36,78-46-14,,,,,,,
WLLU-LP,,107.9,DECATUR,IL,USA,VARIETY,LOVE LIFE COMMUNITY RADIO,193123,0.1,0,17,0,39-49-19,88-59-33,,,,,,,
WSRX-LP,,107.9,VERNON,NJ,USA,VARIETY,,195004,0.1,0.1,-7,-7,41-12-09,74-31-39,,,,,,,
CFTA-FM,,107.9,AMHERST,NS,CAN,COMMUNITY RADIO,,901833,6.5,0,123,0,45-45-39,64-09-30,,,,,,,
CMKX-FM,,107.9,BAYAMO,GR,CUB,TROPICAL,RADIO BAYAMO,500125,0.25,0,50,0,20-22-16,76-38-51,Spanish,,,,,,
CMBA-30,96.7,107.9,SAGUA LA GRANDE,VC,CUB,NEWS/TALK/VARIETY,RADIO REBELDE,500379,1.259,0,25,0,22-48-25,80-06-44,Spanish,,,,,,
CMKG-FM,,107.9,GIBARA,HO,CUB,VARIETY,LA VOZ DEL ATLÁNTICO,500178,0.251,0,50,0,21-06-35,76-07-53,Spanish,,,,,,Sign on 6 am-1 pm
KYRF-LP,,107.9,YAKIMA,WA,USA,RELIGIOUS TEACHING,,195641,0.1,0.1,-68.7,-68.7,46-35-36,120-29-26,Spanish,,,,,,
CMBA-19,96.7,107.9,MATANZAS,MA,CUB,NEWS/TALK/VARIETY,RADIO REBELDE,500276,1,0,240,0,23-04-11,81-34-08,Spanish,,,,,,Tx site Cumbre
ZFGT-FM,,107.9,GEORGE TOWN,GT,CYM,TRAVEL INFO,,600019,2,2,67,0,19-17-18,81-15-57,,Mono,,,,,"NGT 48 Sheffield Dr., Cayman NWS weather"
KCKO,,107.9,RIO RICO,AZ,USA,SPANISH,AMOR 107.9,171003,1.8,1.8,150,150,31-23-41,110-55-24,Spanish,,,,,,
WOLD-LP,,107.9,WOODBRIDGE,NJ,USA,SOFT AC,SUNNY 107.9,193220,0.018,0,-6,0,40-33-30,74-26-36,,,7AC1,Tune us In and Turn Us On WOLD-FM,Sponsorship Info Available at 862-666-1079,,
CKFT-FM,,107.9,FORT SASKATCHEWAN,AB,CAN,CLASSIC HITS,MIX 107.9,901367,20,20,60.5,60.5,53-43-01,113-15-27,,,CC9F,Artist/Title MIX 107,Artist/Title MIX 107,,
WFBS-LP,,107.9,SALEM,SC,USA,OLDIES,,194314,0.1,0,75,0,34-50-34,82-55-29,,,,,,,
KYXZ-LP,,107.9,ARROYO GRANDE,CA,USA,ADULT ALTERNATIVE,,193424,0.061,0.061,39,39,35-06-00,120-34-45,,,,,,,
KTGY-LP,,107.9,NIPOMO,CA,USA,VARIETY,,195319,0.1,0.1,20.26,20.26,35-01-57,120-33-08,,,,,,,
KZSR-LP,KEBF-LP,107.9,PASO ROBLES,CA,USA,VARIETY,,195527,0.009,0.009,101,101,35-37-35,120-42-46,,,,,,,
WLEY-FM4,WLEY-FM 107.9,107.9,CHICAGO,IL,USA,REGIONAL MEXICAN,LA LEY,199004,0.099,0.099,0,0,41-50-32,87-40-33,Spanish,,,,,,
WBTB-LP,,107.9,ERIE,PA,USA,RELIGIOUS TEACHING,WINNING OTHERS TO JESUS,192324,0.1,0,5,0,42-04-58,80-03-40,,,,,,,Fundamental Broadcasting Network
WSSY-LP,,107.9,GREENSBORO,NC,USA,URBAN AC/URBAN GOSPEL,,194783,0.022,0.022,63,63,36-04-12,79-47-25,,,,,,,
CMBV-4,93.3,107.9,CIENFUEGOS,CF,CUB,TRAVEL INFO,RADIO TAÍNO,500255,0.251,0,50,0,22-07-54,80-23-55,Spanish,,,,,,Tx site Plan Mangos
CMBA-17,96.7,107.9,HABANA DEL ESTE,CH,CUB,NEWS/TALK/VARIETY,RADIO REBELDE,500256,3.162,0,40,0,23-09-04,82-17-22,Spanish,,,,,,Tx site Alamar/Cerro San Pedro
CMBF-12,99.1,107.9,SAN MIGUEL DE LOS BAÑOS,MA,CUB,CLASSICAL/OPERA/ARTS,RADIO MUSICAL NACIONAL,500277,1,0,240,0,22-51-25,81-20-52,Spanish,,,,,,
CMBV-18,93.3,107.9,SANCTI SPÍRITUS,SS,CUB,TRAVEL INFO,RADIO TAÍNO,500278,0.251,0,50,0,21-53-28,79-26-34,Spanish,,,,,,Tx site San Isidro
KIVD-LP,,107.9,BOSSIER CITY,LA,USA,RELIGIOUS,,195812,0.1,0,22,0,32-30-26,93-42-06,Spanish,,,,,,
K300CI,KJTA 89.9,107.9,FLAGSTAFF,AZ,USA,CONTEMPORARY CHRISTIAN,FAMILY LIFE NETWORK,149233,0,0.25,0,0,35-14-30,111-36-34,,,33D3,,ARIZONA SHINE,Religious Music,
KJHS-LP,,107.9,WENATCHEE,WA,USA,RELIGIOUS TEACHING,DIVINE MERCY BROADCASTING,192469,0.1,0,-74,0,47-22-58,120-17-31,Spanish,,,,,,
KUMT-FM5,KUMT 107.9,107.9,PROVO,UT,USA,TALK,BYU RADIO TOGETHER KUMT 107.9,198318,1.75,1.75,0,0,40-14-56,111-37-33,,,,,,,
WJXC-LP,,107.9,JACKSON,MS,USA,TALK,EWTN,194236,0.1,0,30,0,32-19-56,90-09-54,,,,,,,
ZNS-FM-2,,107.9,NASSAU,NP,BAH,RELIGIOUS,INSPIRATION 107.9,700031,10,10,35,35,25-02-44,77-19-05,,,FFFF,Artist/Title,Artist/Title,,
KQRU-LP,,107.9,SANTA CLARITA,CA,USA,VARIETY,,196118,0.089,0.089,32,32,34-23-45,118-29-36,,,,,,,
HIGN-FM,,107.9,LA COLONIA,CR,DOM,ROMANTICA,RADIO ROMÁNTICA,710282,10,10,-50,-50,18-25-04,70-06-23,Spanish,,,,,,
HIJO-FM,,107.9,MOCA,ES,DOM,TROPICAL/ADULT CONTEMPORARY,ORIGINAL FM,710283,10,10,584,584,19-28-55,70-29-27,Spanish,,F002,Santiago,,Classical,Tx site El Mogote
WRML-LP,,107.9,MAYS LANDING,NJ,USA,VARIETY,RADIO MAYS LANDING,193228,0.076,0,35,0,39-27-39,74-41-07,,Silent,,,,,silent 4/15/24 equipment problems
W299DD,WBRY-1540,107.9,WOODBURY,TN,USA,COUNTRY,WBRY - FM 107.1; AM - 1540,139937,0,0.25,0,97,35-46-43,86-03-10,,,,,,,CP for W296EN 107.1 expires 2/27/25
KOXC-LP,,107.9,OXNARD,CA,USA,RELIGIOUS,,196712,0.1,0,-8,0,34-11-14,0119-08-22,Spanish,,3750,KOXC | Oasis FM,,,
WQET-LP,,107.9,MIDDLETOWN,NY,USA,ETHNIC,,195450,0.055,0,41,0,41-28-16,74-27-43,,,,,,,
WYHJ-LP,,107.9,GULF BREEZE,FL,USA,RELIGIOUS TEACHING,,195846,0.008,0,55,0,30-23-27,87-04-00,,,,,,,
WVPJ-LP,,107.9,MAYAGUEZ,PR,USA,RELIGIOUS TEACHING,,194317,0.1,0,8,0,18-13-29,67-09-22,Spanish,,,,,,
CJXB-FM,,107.9,BANFF,AB,CAN,ADULT ALTERNATIVE,,901409,0.55,0.55,-326.4,-326.4,51-11-21,115-32-37,,,,,,,
CFSM-FM-1,CFSM-FM 107.5,107.9,FERNIE,BC,CAN,CONTEMPORARY HIT RADIO,2DAY FM,901447,0.5,0,-572,0,49-29-18,115-03-51,,,,,,,
CILS-FM,,107.9,VICTORIA,BC,CAN,COMMUNITY RADIO,RADIO VICTORIA,901513,0.25,0.25,92,0,48-25-26,123-20-10,French,,,,,,
CKSV-FM,,107.9,COBALT,ON,CAN,,,901665,8.7,8.7,99,9,47-24-01,79-40-46,,,,,,,
CIBM-FM-1,CIBM-FM 107.,107.9,RIVIÈRE-DU-LOUP,QC,CAN,CONTEMPORARY HIT RADIO,FM 107,901761,0,0.125,0,0.5,47-51-28,69-33-11,French,,,,,,
WCFT-LP,,107.9,DOVER,NJ,USA,RELIGIOUS TEACHING,,194641,0.004,0,156,0,40-51-21,74-30-42,,,,,,,
W300DI,WDTW-1310,107.9,DEARBORN,MI,USA,REGIONAL MEXICAN,LA ZETA 1310,143885,0.085,0.085,0,0,42-23-22,83-08-53,Spanish,,,,,,
VF2690,,107.9,ABBOTSFORD,BC,CAN,ETHNIC,,902064,0.034,0.034,28,28,49-03-02,122-20-03,Asian,,,,,,Ethnic Asian
CFML-FM,,107.9,BURNABY,BC,CAN,ADULT ALTERNATIVE,EVOLUTION 107.9,902096,0.012,0,144.1,0,49-13-30,123-00-05,,,,,,,
KPPA-LP,,107.9,MEXIA,TX,USA,RELIGIOUS,,195078,0.09,0.09,32,32,31-40-47,96-29-02,Spanish,,,,,,
W300DB,WDVM-1050,107.9,EAU CLAIRE,WI,USA,RELIGIOUS TEACHING,RELEVANT RADIO,142527,0.25,0.25,0,0,46-46-38,91-28-29,,,,,,,Immaculate Heart Radio
